Date  Time     Hits  Misses   Hit Rate % Hit Pressure1   Pressure2  Pressure3 Pressure4
7/9/2010  12:12:39 PM	0	1	0%	0%	2.9E-04	4.2E-07	2.3E+00	9.2E-02
7/9/2010  12:14:18 PM	8	62	8%	11%	2.8E-04	4.1E-07	2.3E+00	9.2E-02
7/9/2010  12:15:59 PM	12	113	6%	11%	2.7E-04	4.2E-07	2.3E+00	9.2E-02
7/9/2010  12:17:39 PM	18	169	8%	10%	2.7E-04	4.0E-07	2.3E+00	9.3E-02
7/9/2010  12:19:20 PM	26	219	2%	13%	2.6E-04	4.4E-07	2.3E+00	9.3E-02
7/9/2010  12:21:01 PM	35	280	8%	12%	2.6E-04	3.9E-07	2.3E+00	9.3E-02
7/9/2010  12:22:41 PM	46	350	6%	14%	2.5E-04	4.0E-07	2.3E+00	9.3E-02
7/9/2010  12:24:22 PM	55	399	4%	15%	2.5E-04	3.9E-07	2.3E+00	9.3E-02
7/9/2010  12:26:03 PM	58	447	6%	10%	2.5E-04	3.8E-07	2.3E+00	9.3E-02
7/9/2010  12:27:43 PM	62	499	4%	7%	2.5E-04	3.8E-07	2.3E+00	9.3E-02
7/9/2010  12:29:23 PM	68	560	10%	8%	2.4E-04	3.6E-07	2.3E+00	9.3E-02
7/9/2010  12:31:03 PM	71	604	2%	9%	2.4E-04	3.2E-07	2.3E+00	9.3E-02
7/9/2010  12:32:44 PM	80	662	4%	10%	2.4E-04	3.8E-07	2.3E+00	9.3E-02
7/9/2010  12:34:24 PM	92	724	14%	13%	2.4E-04	3.7E-07	2.3E+00	9.3E-02
7/9/2010  12:36:04 PM	102	799	4%	14%	2.4E-04	3.7E-07	2.3E+00	9.3E-02
7/9/2010  12:37:44 PM	104	859	4%	6%	2.3E-04	3.8E-07	2.3E+00	9.3E-02
7/9/2010  12:39:24 PM	110	913	4%	8%	2.3E-04	3.6E-07	2.3E+00	9.3E-02
7/9/2010  12:41:04 PM	115	951	6%	10%	2.3E-04	3.6E-07	2.3E+00	9.3E-02
7/9/2010  12:42:44 PM	124	988	8%	15%	2.3E-04	3.9E-07	2.3E+00	9.3E-02
7/9/2010  12:44:24 PM	131	1036	6%	16%	2.3E-04	3.5E-07	2.3E+00	9.3E-02
7/9/2010  12:46:04 PM	137	1100	8%	11%	2.3E-04	3.4E-07	2.3E+00	9.3E-02
7/9/2010  12:47:44 PM	141	1152	6%	9%	2.3E-04	3.2E-07	2.3E+00	9.3E-02
7/9/2010  12:49:24 PM	149	1213	8%	11%	2.3E-04	3.5E-07	2.3E+00	9.3E-02
7/9/2010  12:51:03 PM	163	1255	6%	19%	2.3E-04	3.5E-07	2.3E+00	9.4E-02
7/9/2010  12:52:44 PM	170	1306	8%	19%	2.3E-04	3.5E-07	2.3E+00	9.4E-02
7/9/2010  12:54:24 PM	174	1360	6%	9%	2.3E-04	3.5E-07	2.3E+00	9.3E-02
7/9/2010  12:56:04 PM	176	1406	4%	6%	2.3E-04	3.5E-07	2.3E+00	9.3E-02
7/9/2010  12:57:44 PM	181	1446	6%	7%	2.3E-04	3.5E-07	2.3E+00	9.3E-02
7/9/2010  12:59:25 PM	183	1498	2%	7%	2.3E-04	3.4E-07	2.3E+00	9.4E-02
7/9/2010  1:01:05 PM	194	1551	6%	12%	2.3E-04	3.4E-07	2.3E+00	9.3E-02
7/9/2010  1:02:45 PM	198	1610	2%	9%	2.3E-04	3.3E-07	2.3E+00	9.3E-02
7/9/2010  1:04:24 PM	202	1656	2%	8%	2.3E-04	3.3E-07	2.3E+00	9.3E-02
7/9/2010  1:06:05 PM	206	1706	2%	6%	2.3E-04	3.5E-07	2.3E+00	9.3E-02
7/9/2010  1:07:45 PM	210	1759	2%	8%	2.3E-04	3.3E-07	2.3E+00	9.3E-02
7/9/2010  1:09:25 PM	212	1815	2%	4%	2.3E-04	3.4E-07	2.3E+00	9.3E-02
7/9/2010  1:11:05 PM	215	1877	2%	3%	2.3E-04	3.4E-07	2.3E+00	9.3E-02
7/9/2010  1:12:44 PM	218	1927	2%	6%	2.3E-04	3.4E-07	2.3E+00	9.3E-02
7/9/2010  1:14:25 PM	226	1982	4%	11%	2.2E-04	3.3E-07	2.3E+00	9.4E-02
7/9/2010  1:16:06 PM	230	2047	8%	8%	2.2E-04	3.3E-07	2.3E+00	9.4E-02
7/9/2010  1:17:47 PM	238	2105	6%	11%	2.2E-04	3.3E-07	2.3E+00	9.3E-02
7/9/2010  1:19:27 PM	240	2169	2%	7%	2.2E-04	3.2E-07	2.3E+00	9.4E-02
